YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2014,2014,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.3,24.3,,,21.3,27.6,"1,588",,,College graduate,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Education,College graduate,EDU,EDUCOGRAD
2018,2018,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.1,36.1,,,33.9,38.3,"4,324",,,High school graduate,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.5,36.5,,,33.1,40,"1,392",,,Some college or technical school,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.2,30.2,,,27.7,32.8,"3,072",,,Some college or technical school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25,25,,,22.5,27.7,"1,484",,,High school graduate,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,31.9,36.9,"2,815",,,Some college or technical school,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.7,31.7,,,29.2,34.3,"1,728",,,Some college or technical school,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,VALUE,41,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.5,28.5,,,25.7,31.4,"1,739",,,College graduate,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Education,College graduate,EDU,EDUCOGRAD
2015,2015,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.9,29.9,,,26.8,33.1,"1,193",,,High school graduate,,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.9,37.9,,,31.5,44.8,258,,,Less than high school,,,,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Education,Less than high school,EDU,EDUHS
2016,2016,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,24.6,31,"1,500",,,High school graduate,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21,21,,,19.3,22.7,"3,475",,,College graduate,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,College graduate,EDU,EDUCOGRAD
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.2,32.2,,,27.5,37.4,811,,,Less than high school,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Education,Less than high school,EDU,EDUHS
2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.1,33.1,,,28.8,37.7,981,,,High school graduate,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Education,High school graduate,EDU,EDUHSGRAD
2012,2012,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,30.2,34.8,"3,242",,,Some college or technical school,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.6,29.6,,,26.4,33,"1,505",,,High school graduate,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,27.2,31.2,"4,345",,,College graduate,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Education,College graduate,EDU,EDUCOGRAD
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.2,30.2,,,27.4,33.1,"1,422",,,College graduate,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Education,College graduate,EDU,EDUCOGRAD
2020,2020,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,27.9,32.9,"1,837",,,College graduate,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,College graduate,EDU,EDUCOGRAD
2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31,31,,,26.2,36.3,673,,,Some college or technical school,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,23.3,27.2,"5,314",,,High school graduate,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.2,21.2,,,18.6,24,"1,571",,,College graduate,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Education,College graduate,EDU,EDUCOGRAD
2018,2018,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36,36,,,34,38.1,"2,962",,,Some college or technical school,,,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,VALUE,26,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.9,24.9,,,21.3,28.9,"1,234",,,Some college or technical school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,29.3,36.2,"2,913",,,Some college or technical school,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,30.8,35.8,"1,995",,,High school graduate,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.5,21.5,,,19.7,23.5,"3,421",,,College graduate,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,College graduate,EDU,EDUCOGRAD
2018,2018,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.1,42.1,,,35.2,49.2,351,,,Less than high school,,,,"(39.008830667000495, -75.57774116799965)",OWS,OWS1,Q036,VALUE,10,Education,Less than high school,EDU,EDUHS
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.5,32.5,,,28.5,36.8,"1,213",,,High school graduate,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.5,35.5,,,33.2,37.9,"3,263",,,Some college or technical school,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Education,Some college or technical school,EDU,EDUCOTEC
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.2,34.2,,,31.2,37.3,"1,445",,,High school graduate,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.3,22.3,,,20.1,24.7,"2,276",,,College graduate,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Education,College graduate,EDU,EDUCOGRAD
2020,2020,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.5,26.5,,,25.2,27.8,"5,927",,,College graduate,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Education,College graduate,EDU,EDUCOGRAD
2018,2018,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,26.3,32.7,"1,133",,,High school graduate,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31,31,,,28.7,33.4,"3,095",,,High school graduate,,,,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,VALUE,36,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.5,29.5,,,28,31,"4,742",,,Some college or technical school,,,,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,,,25.5,32.1,"1,235",,,Less than high school,,,,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Education,Less than high school,EDU,EDUHS
2019,2019,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.6,37.6,,,32.3,43.2,440,,,Less than high school,,,,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,VALUE,40,Education,Less than high school,EDU,EDUHS
2011,2011,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,28.7,34.2,"2,717",,,Some college or technical school,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,Some college or technical school,EDU,EDUCOTEC
2019,2019,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.3,39.3,,,33.8,45.2,"1,174",,,Less than high school,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Education,Less than high school,EDU,EDUHS
2014,2014,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.2,37.2,,,33.2,41.4,723,,,Less than high school,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Education,Less than high school,EDU,EDUHS
2011,2011,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22,22,,,20.1,24,"2,904",,,College graduate,,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Education,College graduate,EDU,EDUCOGRAD
2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,31.8,38.1,"1,355",,,High school graduate,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,29.9,39,"1,720",,,High school graduate,,,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34,34,,,31.3,36.8,"1,810",,,High school graduate,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.4,24.4,,,21.8,27.3,"1,420",,,College graduate,,,,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,VALUE,56,Education,College graduate,EDU,EDUCOGRAD
2014,2014,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,30.2,35.3,"1,856",,,High school graduate,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,High school graduate,EDU,EDUHSGRAD
2012,2012,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,28.8,43.4,379,,,Less than high school,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Education,Less than high school,EDU,EDUHS
2015,2015,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.5,40.5,,,35.3,45.8,585,,,Less than high school,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Education,Less than high school,EDU,EDUHS
2011,2011,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,25.3,31.2,"1,738",,,Less than high school,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Education,Less than high school,EDU,EDUHS
2013,2013,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.7,26.7,,,24.4,29.1,"2,515",,,High school graduate,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,27.8,34.1,"1,465",,,Some college or technical school,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,Some college or technical school,EDU,EDUCOTEC
